Tag	Strain	Sex	Age	Agewks	ME
263	4	2	274	39.14	93.2
263	4	2	281	40.14	99.28
263	4	2	288	41.14	100.67
263	4	2	295	42.14	111.74
263	4	2	302	43.14	134.58
263	4	2	309	44.14	135.93
263	4	2	316	45.14	146.47
263	4	2	323	46.14	144.76
263	4	2	330	47.14	164.92
263	4	2	338	48.29	161.33
263	4	2	344	49.14	163.28
263	4	2	351	50.14	177.31
263	4	2	358	51.14	182.05
263	4	2	365	52.14	180.98
263	4	2	372	53.14	182.13
263	4	2	379	54.14	181.95
263	4	2	386	55.14	206.73
263	4	2	393	56.14	196.79
263	4	2	400	57.14	191.95
263	4	2	407	58.14	201.89
263	4	2	414	59.14	198.53
263	4	2	421	60.14	205.51
263	4	2	428	61.14	197.11
263	4	2	435	62.14	215.4
263	4	2	442	63.14	198.47
263	4	2	449	64.14	197.88
263	4	2	456	65.14	196.17
263	4	2	463	66.14	199.62
263	4	2	470	67.14	190.7
263	4	2	477	68.14	185.17
263	4	2	484	69.14	172.69
263	4	2	493	70.43	211.78
263	4	2	498	71.14	165.88
263	4	2	506	72.29	179.57
263	4	2	512	73.14	182.15
263	4	2	520	74.29	181.53
263	4	2	526	75.14	187.23
263	4	2	533	76.14	170.25
263	4	2	540	77.14	158.64
263	4	2	547	78.14	155.49
263	4	2	554	79.14	156.07
263	4	2	563	80.43	147.28
263	4	2	568	81.14	155.7
263	4	2	575	82.14	139.62
263	4	2	582	83.14	110.1
271	4	2	204	29.14	113.39
271	4	2	211	30.14	107.3
271	4	2	218	31.14	99.54
271	4	2	225	32.14	100.42
271	4	2	232	33.14	101.33
271	4	2	239	34.14	96.01
271	4	2	246	35.14	92.2
271	4	2	253	36.14	92.3
271	4	2	260	37.14	87.64
271	4	2	267	38.14	97.08
271	4	2	274	39.14	95.54
271	4	2	281	40.14	109.45
271	4	2	288	41.14	103.13
271	4	2	295	42.14	98.75
271	4	2	302	43.14	129.08
271	4	2	309	44.14	128.8
271	4	2	316	45.14	157.82
271	4	2	323	46.14	161.03
271	4	2	330	47.14	175.1
271	4	2	338	48.29	182.28
271	4	2	344	49.14	203.06
271	4	2	351	50.14	203.87
271	4	2	358	51.14	209.78
271	4	2	365	52.14	186.48
271	4	2	372	53.14	205.53
271	4	2	379	54.14	180.9
271	4	2	386	55.14	185.9
271	4	2	393	56.14	188.95
271	4	2	400	57.14	182.59
271	4	2	407	58.14	193.24
271	4	2	414	59.14	195.84
271	4	2	421	60.14	184.1
271	4	2	428	61.14	184.36
271	4	2	435	62.14	188.84
271	4	2	442	63.14	174.49
271	4	2	449	64.14	173.08
271	4	2	456	65.14	172.77
271	4	2	463	66.14	172.01
271	4	2	470	67.14	161.22
271	4	2	477	68.14	163.99
271	4	2	484	69.14	145.78
271	4	2	493	70.43	178.78
271	4	2	498	71.14	151.95
271	4	2	506	72.29	167.17
271	4	2	512	73.14	171.5
271	4	2	520	74.29	159.77
271	4	2	526	75.14	174.01
271	4	2	533	76.14	164.87
271	4	2	540	77.14	166.24
271	4	2	547	78.14	164.85
271	4	2	554	79.14	129.16
271	4	2	563	80.43	163.66
271	4	2	568	81.14	155.7
271	4	2	575	82.14	137.63
271	4	2	582	83.14	130.34
293	4	2	204	29.14	105.55
293	4	2	211	30.14	106.95
293	4	2	218	31.14	95.45
293	4	2	225	32.14	85.56
293	4	2	232	33.14	95.01
293	4	2	239	34.14	100.34
293	4	2	246	35.14	99.57
293	4	2	253	36.14	94.52
293	4	2	260	37.14	91.73
293	4	2	267	38.14	102.58
293	4	2	274	39.14	105.6
293	4	2	281	40.14	108.75
293	4	2	288	41.14	115.06
293	4	2	295	42.14	121.22
293	4	2	302	43.14	130.96
293	4	2	309	44.14	126.92
293	4	2	316	45.14	141.09
293	4	2	323	46.14	140.67
293	4	2	330	47.14	158.84
293	4	2	338	48.29	137.35
293	4	2	344	49.14	148.89
293	4	2	351	50.14	148.17
293	4	2	358	51.14	152.8
293	4	2	365	52.14	151.02
293	4	2	372	53.14	158.96
293	4	2	379	54.14	154.34
293	4	2	386	55.14	159.46
293	4	2	393	56.14	174.91
293	4	2	400	57.14	162.46
293	4	2	407	58.14	160.12
293	4	2	414	59.14	161.21
293	4	2	421	60.14	156.25
293	4	2	428	61.14	170.2
293	4	2	435	62.14	162.17
293	4	2	442	63.14	144.42
293	4	2	449	64.14	142.54
293	4	2	456	65.14	143.05
293	4	2	463	66.14	148.61
293	4	2	470	67.14	144.37
293	4	2	477	68.14	151.24
293	4	2	484	69.14	98.87
293	4	2	493	70.43	143.45
293	4	2	498	71.14	158.39
293	4	2	506	72.29	147.28
293	4	2	512	73.14	141.2
293	4	2	520	74.29	128.88
293	4	2	526	75.14	125.34
293	4	2	533	76.14	118.18
293	4	2	540	77.14	108.91
293	4	2	547	78.14	151.51
293	4	2	554	79.14	131.97
293	4	2	563	80.43	125.17
293	4	2	568	81.14	138.74
293	4	2	575	82.14	128.27
293	4	2	582	83.14	121.92
